Voltage,constant Z Load,constant Z Load - real power P,constant I Load,constant I Load - real power P,constant P Load,constant P Load - real power P
0.8840840840840841,(0.9090909090909092-0.09090909090909093j),(1563.209335461588+0j),(1.0282855731225293-0.10282855731225292j),(1768.1681681681682+0j),(1.163108341881122-0.11631083418811222j),(2000+0j)
0.8847847847847848,(0.9090909090909091-0.09090909090909091j),(1565.688230773316+0j),(1.0274712277201246-0.10274712277201245j),(1769.5695695695697+0j),(1.1612668361719702-0.11612668361719705j),(2000+0j)
0.8854854854854856,(0.9090909090909092-0.09090909090909091j),(1568.1690900109322+0j),(1.026658171130249-0.1026658171130249j),(1770.9709709709712+0j),(1.1594297003833578-0.11594297003833579j),(2000+0j)
0.8861861861861862,(0.9090909090909091-0.09090909090909091j),(1570.6519131744355+0j),(1.0258464002957395-0.10258464002957396j),(1772.3723723723724+0j),(1.1575969206996992-0.11575969206996992j),(2000+0j)
0.8868868868868869,(0.9090909090909091-0.09090909090909091j),(1573.1367002638274+0j),(1.0250359121690948-0.1025035912169095j),(1773.7737737737737+0j),(1.1557684833599615-0.11557684833599616j),(2000+0j)
0.8875875875875876,(0.9090909090909091-0.09090909090909091j),(1575.623451279107+0j),(1.0242267037124373-0.10242267037124374j),(1775.1751751751751+0j),(1.1539443746574092-0.11539443746574092j),(2000+0j)
0.8882882882882883,(0.9090909090909091-0.0909090909090909j),(1578.1121662202745+0j),(1.0234187718974737-0.10234187718974737j),(1776.5765765765766+0j),(1.1521245809393466-0.11521245809393468j),(2000+0j)
0.888988988988989,(0.9090909090909091-0.0909090909090909j),(1580.6028450873298+0j),(1.0226121137054591-0.10226121137054592j),(1777.977977977978+0j),(1.1503090886068612-0.11503090886068612j),(2000+0j)
0.8896896896896898,(0.9090909090909091-0.09090909090909091j),(1583.095487880273+0j),(1.0218067261271582-0.1021806726127158j),(1779.3793793793795+0j),(1.1484978841145712-0.11484978841145714j),(2000+0j)
0.8903903903903905,(0.9090909090909091-0.09090909090909093j),(1585.5900945991038+0j),(1.0210026061628086-0.10210026061628087j),(1780.780780780781+0j),(1.1466909539703716-0.11466909539703718j),(2000+0j)
0.8910910910910911,(0.9090909090909092-0.09090909090909093j),(1588.0866652438224+0j),(1.0201997508220833-0.10201997508220834j),(1782.1821821821823+0j),(1.144888284735184-0.11448882847351842j),(2000+0j)
0.8917917917917918,(0.9090909090909092-0.09090909090909094j),(1590.5851998144292+0j),(1.0193981571240522-0.10193981571240525j),(1783.5835835835835+0j),(1.1430898630227053-0.11430898630227056j),(2000+0j)
0.8924924924924925,(0.9090909090909091-0.09090909090909093j),(1593.0856983109236+0j),(1.0185978220971492-0.10185978220971491j),(1784.984984984985+0j),(1.1412956754991608-0.11412956754991609j),(2000+0j)
0.8931931931931932,(0.9090909090909091-0.09090909090909091j),(1595.588160733306+0j),(1.0177987427791306-0.10177987427791306j),(1786.3863863863864+0j),(1.1395057088830565-0.11395057088830565j),(2000+0j)
