t,Bus 0: voltage magnitude,Bus 1: voltage magnitude,Bus 2: voltage magnitude,Transformer $u_\mathrm{l}$
66.885,1.0467993453987035,1.0455994091445657,0.9015846091197331,1.1600000000000001
66.89,1.0467899668728016,1.0455885694359783,0.9015733807460663,1.1600000000000001
66.895,1.0467805878028638,1.0455777297296913,0.9015621530677055,1.1600000000000001
66.9,1.0467712081888019,1.045566890023734,0.9015509260808854,1.1600000000000001
66.905,1.0467618280303432,1.0455560503157841,0.9015396997813946,1.1600000000000001
66.91,1.0467524473270375,1.0455452106031782,0.9015284741645909,1.1600000000000001
66.915,1.0467430660782606,1.045534370882924,0.9015172492254149,1.1600000000000001
66.92,1.0467336842832258,1.0455235311517133,0.901506024958409,1.1600000000000001
66.925,1.0467243019409895,1.045512691405936,0.9014948013577324,1.1600000000000001
66.93,1.0467149190504565,1.0455018516416923,0.9014835784171784,1.1600000000000001
66.935,1.0467055356103923,1.0454910118548084,0.9014723561301944,1.1600000000000001
66.94,1.0466961516194269,1.0454801720408504,0.9014611344898987,1.1600000000000001
66.94500000000001,1.046686767076066,1.0454693321951378,0.9014499134891008,1.1600000000000001
66.95,1.046677381978698,1.0454584923127657,0.9014386931203211,1.1600000000000001
66.955,1.0466679963256027,1.0454476523886098,0.9014274733758109,1.1600000000000001
66.96000000000001,1.0466586101149613,1.0454368124173528,0.9014162542475733,1.1600000000000001
66.965,1.0466492233448632,1.0454259723934949,0.9014050357273832,1.1600000000000001
66.97,1.0466398360133178,1.0454151323113723,0.9013938178068095,1.1600000000000001
66.975,1.0466304481182602,1.045404292165173,0.9013826004772353,1.1600000000000001
66.98,1.0466210596575631,1.0453934519489556,0.901371383729881,1.1600000000000001
66.985,1.0466116706290436,1.0453826116566638,0.9013601675558243,1.1600000000000001
66.99,1.0466022810304754,1.0453717712821466,0.9013489519460237,1.1600000000000001
66.995,1.0465928908595956,1.0453609308191727,0.9013377368913394,1.1600000000000001
67.0,1.0465835001141146,1.0453500902614492,0.9013265223825546,1.1600000000000001
67.005,1.0465741087917244,1.0453392496026377,0.9013153084103985,1.1600000000000001
67.01,1.046564716890109,1.045328408836372,0.9013040949655668,1.1600000000000001
67.015,1.0465553244069536,1.045317567956275,0.9012928820387445,1.1600000000000001
67.02,1.0465459313399508,1.045306726955976,0.9012816696206254,1.1600000000000001
67.025,1.0465365376868134,1.0452958858291246,0.9012704577019355,1.1600000000000001
67.03,1.046527143445279,1.0452850445694115,0.9012592462734513,1.1600000000000001
67.035,1.046517748613122,1.0452742031705806,0.901248035326023,1.1600000000000001
67.04,1.0465083531881596,1.0452633616264468,0.9012368248505923,1.1600000000000001
67.045,1.0464989571682595,1.0452525199309108,0.9012256148382121,1.1600000000000001
67.05,1.0464895605513513,1.045241678077975,0.9012144052800685,1.1600000000000001
67.055,1.04648016333543,1.0452308360617568,0.9012031961674957,1.1600000000000001
67.06,1.046470765518566,1.0452199938765048,0.9011919874919978,1.1600000000000001
67.065,1.0464613670989122,1.0452091515166118,0.9011807792452649,1.1600000000000001
67.07000000000001,1.0464519680747102,1.0451983089766281,0.9011695714191883,1.1600000000000001
67.075,1.0464425684442973,1.045187466251275,0.9011583640058822,1.1600000000000001
67.08,1.0464331682061125,1.045176623335456,0.9011471569976933,1.1600000000000001
67.08500000000001,1.0464237673587045,1.045165780224272,0.9011359503872218,1.1600000000000001
67.09,1.046414365900734,1.0451549369130277,0.9011247441673308,1.1600000000000001
67.095,1.046404963830984,1.045144093397248,0.9011135383311638,1.1600000000000001
67.1,1.0463955611483604,1.0451332496726828,0.9011023328721568,1.1600000000000001
67.105,1.046386157851901,1.0451224057353226,0.9010911277840488,1.1600000000000001
67.11,1.046376753940775,1.0451115615814008,0.9010799230608953,1.1600000000000001
67.115,1.0463673494142935,1.0451007172074083,0.9010687186970789,1.1600000000000001
67.12,1.046357944271907,1.0450898726100974,0.9010575146873178,1.1600000000000001
67.125,1.046348538513215,1.0450790277864903,0.9010463110266759,1.1600000000000001
67.13,1.046339132137964,1.045068182733886,0.9010351077105706,1.1600000000000001
67.135,1.0463297251460526,1.0450573374498646,0.9010239047347807,1.1600000000000001
67.14,1.0463203175375346,1.0450464919322942,0.9010127020954524,1.1600000000000001
67.145,1.0463109093126188,1.0450356461793338,0.901001499789104,1.1600000000000001
67.15,1.0463015004716745,1.0450248001894382,0.9009902978126333,1.1600000000000001
67.155,1.046292091015227,1.04501395396136,0.9009790961633183,1.1600000000000001
67.16,1.0462826809439658,1.045003107494154,0.9009678948388224,1.1600000000000001
67.165,1.0462732702587383,1.0449922607871753,0.9009566938371961,1.1600000000000001
67.17,1.0462638589605553,1.0449814138400857,0.9009454931568784,1.1600000000000001
67.175,1.0462544470505866,1.0449705666528473,0.9009342927966957,1.1600000000000001
67.18,1.046245034530165,1.044959719225729,0.9009230927558635,1.1600000000000001
67.185,1.0462356214007815,1.0449488715593012,0.9009118930339844,1.1600000000000001
67.19,1.0462262076640867,1.0449380236544348,0.9009006936310457,1.1600000000000001
67.19500000000001,1.046216793321888,1.0449271755123006,0.9008894945474168,1.1600000000000001
67.2,1.046207378376148,1.0449163271343649,0.9008782957838457,1.1600000000000001
67.205,1.0461979628289833,1.0449054785223868,0.9008670973414533,1.1600000000000001
67.21000000000001,1.0461885466826604,1.0448946296784134,0.9008558992217307,1.1600000000000001
67.215,1.0461791299395946,1.0448837806047764,0.9008447014265302,1.1600000000000001
67.22,1.0461697126023461,1.0448729313040852,0.9008335039580613,1.1600000000000001
67.225,1.046160294673616,1.0448620817792227,0.9008223068188811,1.1600000000000001
67.23,1.046150876156244,1.0448512320333365,0.9008111100118872,1.1600000000000001
67.235,1.046141457053204,1.044840382069837,0.9007999135403102,1.1600000000000001
67.24,1.0461320373675989,1.0448295318923828,0.9007887174077011,1.1600000000000001
67.245,1.0461226171026583,1.04481868150488,0.9007775216179247,1.1600000000000001
67.25,1.046113196261732,1.0448078309114692,0.9007663261751467,1.1600000000000001
67.255,1.0461037748482864,1.044796980116519,0.9007551310838245,1.1600000000000001
67.26,1.046094352865898,1.0447861291246154,0.9007439363486931,1.1600000000000001
67.265,1.0460849303182496,1.0447752779405546,0.9007327419747554,1.1600000000000001
67.27,1.046075507209125,1.0447644265693306,0.9007215479672686,1.1600000000000001
67.275,1.0460660835424005,1.044753575016126,0.9007103543317305,1.1600000000000001
67.28,1.046056659322043,1.0447427232863025,0.9006991610738676,1.1600000000000001
67.285,1.0460472345521032,1.044731871385388,0.9006879681996203,1.1600000000000001
67.29,1.0460378092367075,1.044721019319068,0.9006767757151288,1.1600000000000001
67.295,1.0460283833800532,1.0447101670931718,0.9006655836267197,1.1600000000000001
67.3,1.046018956986402,1.044699314713663,0.9006543919408896,1.1600000000000001
67.305,1.0460095300600762,1.0446884621866277,0.9006432006642926,1.1600000000000001
67.31,1.0460001026054473,1.0446776095182608,0.9006320098037227,1.1600000000000001
67.315,1.0459906746269325,1.044666756714856,0.9006208193661009,1.1600000000000001
67.32000000000001,1.045981246128991,1.0446559037827934,0.9006096293584582,1.1600000000000001
67.325,1.0459718171161108,1.044645050728526,0.9005984397879205,1.1600000000000001
67.33,1.0459623875928092,1.044634197558571,0.9005872506616946,1.1600000000000001
67.33500000000001,1.0459529575636204,1.0446233442794925,0.9005760619870504,1.1600000000000001
67.34,1.0459435270330935,1.0446124908978935,0.9005648737713073,1.1600000000000001
67.345,1.0459340960057837,1.0446016374204037,0.9005536860218175,1.1600000000000001
67.35,1.045924664486247,1.0445907838536637,0.9005424987459513,1.1600000000000001
67.355,1.0459152324790308,1.0445799302043182,0.9005313119510826,1.1600000000000001
67.36,1.0459057999886738,1.044569076478999,0.9005201256445717,1.1600000000000001
67.365,1.0458963670196932,1.0445582226843175,0.9005089398337528,1.1600000000000001
67.37,1.0458869335765826,1.0445473688268507,0.9004977545259172,1.1600000000000001
67.375,1.0458774996638058,1.0445365149131318,0.9004865697283007,1.1600000000000001
67.38,1.0458680652857884,1.0445256609496356,0.900475385448068,1.1600000000000001
67.385,1.0458586304469153,1.0445148069427725,0.9004642016923002,1.1600000000000001
67.39,1.045849195151522,1.0445039528988724,0.9004530184679782,1.1600000000000001
67.395,1.0458397594038924,1.044493098824179,0.9004418357819738,1.1600000000000001
67.4,1.0458303232082506,1.0444822447248379,0.9004306536410341,1.1600000000000001
67.405,1.0458208865687575,1.0444713906068852,0.9004194720517689,1.1600000000000001
67.41,1.0458114494895057,1.0444605364762396,0.9004082910206395,1.1600000000000001
67.415,1.0458020119745146,1.0444496823386948,0.9003971105539472,1.1600000000000001
67.42,1.0457925740277252,1.0444388281999075,0.9003859306578217,1.1600000000000001
67.425,1.045783135652997,1.0444279740653906,0.9003747513382101,1.1600000000000001
67.43,1.0457736968541032,1.0444171199405066,0.900363572600868,1.1600000000000001
67.435,1.045764257634727,1.044406265830457,0.9003523944513484,1.1600000000000001
67.44,1.0457548179984584,1.044395411740278,0.900341216894994,1.1600000000000001
67.44500000000001,1.04574537794879,1.044384557674831,0.9003300399369267,1.1600000000000001
67.45,1.0457359374891138,1.0443737036387992,0.9003188635820418,1.1600000000000001
67.455,1.0457264966227184,1.0443628496366792,0.9003076878349983,1.1600000000000001
67.46000000000001,1.0457170553527881,1.0443519956727785,0.9002965127002146,1.1600000000000001
67.465,1.0457076136823973,1.044341141751206,0.9002853381818595,1.1600000000000001
67.47,1.0456981716145117,1.0443302878758736,0.9002741642838491,1.1600000000000001
67.475,1.045688729151983,1.044319434050486,0.9002629910098394,1.1600000000000001
67.48,1.0456792862975497,1.0443085802785412,0.9002518183632237,1.1600000000000001
67.485,1.0456698430538354,1.044297726563327,0.9002406463471273,1.1600000000000001
67.49,1.0456603994233458,1.044286872907917,0.9002294749644051,1.1600000000000001
67.495,1.0456509554084708,1.0442760193151697,0.9002183042176394,1.1600000000000001
67.5,1.0456415110114812,1.0442651657877267,0.9002071341091367,1.1600000000000001
67.505,1.0456320662345302,1.0442543123280104,0.9001959646409264,1.1600000000000001
67.51,1.0456226210796513,1.0442434589382257,0.900184795814762,1.1600000000000001
67.515,1.0456131755487608,1.0442326056203575,0.9001736276321177,1.1600000000000001
67.52,1.0456037296436567,1.044221752376173,0.9001624600941918,1.1600000000000001
67.525,1.04559428336602,1.0442108992072214,0.9001512932019063,1.1600000000000001
67.53,1.0455848367174139,1.0442000461148342,0.9001401269559081,1.1600000000000001
67.535,1.0455753896992876,1.0441891931001297,0.9001289613565718,1.1600000000000001
67.54,1.0455659423129762,1.0441783401640121,0.9001177964040031,1.1600000000000001
67.545,1.0455564945597016,1.0441674873071765,0.9001066320980405,1.1600000000000001
67.55,1.0455470464405758,1.0441566345301092,0.9000954684382607,1.1600000000000001
67.555,1.0455375979566022,1.0441457818330944,0.9000843054239817,1.1600000000000001
67.56,1.045528149108676,1.044134929216215,0.900073143054268,1.1600000000000001
67.565,1.045518699897592,1.0441240766793591,0.9000619813279374,1.1600000000000001
67.57000000000001,1.0455092503240413,1.0441132242222235,0.9000508202435643,1.1600000000000001
67.575,1.045499800388616,1.0441023718443188,0.9000396597994883,1.1600000000000001
67.58,1.0454903500918138,1.0440915195449736,0.9000284999938195,1.1600000000000001
67.58500000000001,1.04548089943404,1.0440806673233423,0.900017340824446,1.1600000000000001
67.59,1.0454714484156107,1.0440698151784098,0.9000061822890421,1.1600000000000001
67.595,1.0454619970367556,1.0440589631089972,0.8999950243850756,1.1600000000000001
67.6,1.0454525452976235,1.0440481111137696,0.8999838671098167,1.1600000000000001
67.605,1.0454430931982848,1.0440372591912421,0.8999727104603455,1.1600000000000001
67.61,1.0454336407387352,1.0440264073397878,0.8999615544335634,1.1600000000000001
67.615,1.045424187918901,1.044015555557643,0.8999503990261988,1.1600000000000001
67.62,1.0454147347386402,1.044004703842916,0.8999392442348202,1.1600000000000001
67.625,1.0454052811977523,1.0439938521935979,0.8999280900558441,1.1600000000000001
67.63,1.0453958272959751,1.043983000607563,0.8999169364855445,1.1600000000000001
67.635,1.0453863730329962,1.0439721490825837,0.8999057835200662,1.1600000000000001
67.64,1.0453769184084523,1.043961297616336,0.8998946311554311,1.1600000000000001
67.645,1.0453674634219376,1.043950446206409,0.8998834793875519,1.1600000000000001
67.65,1.0453580080730047,1.0439395948503103,0.8998723282122413,1.1600000000000001
67.655,1.0453485523611719,1.0439287435454783,0.8998611776252233,1.1600000000000001
67.66,1.0453390962859261,1.0439178922892873,0.899850027622144,1.1600000000000001
67.665,1.0453296398467289,1.0439070410790598,0.8998388781985831,1.1600000000000001
67.67,1.0453201830430199,1.0438961899120716,0.8998277293500632,1.1600000000000001
67.675,1.0453107258742216,1.0438853387855624,0.8998165810720633,1.1600000000000001
67.68,1.045301268339745,1.0438744876967443,0.8998054333600272,1.1600000000000001
67.685,1.045291810438993,1.0438636366428093,0.8997942862093768,1.1600000000000001
67.69,1.0452823521713666,1.0438527856209405,0.8997831396155213,1.1600000000000001
67.69500000000001,1.0452728935362652,1.0438419346283154,0.8997719935738685,1.1600000000000001
67.7,1.0452634345330967,1.0438310836621203,0.8997608480798361,1.1600000000000001
67.705,1.0452539751612784,1.0438202327195547,0.8997497031288607,1.1600000000000001
67.71000000000001,1.045244515420242,1.0438093817978416,0.8997385587164105,1.1600000000000001
67.715,1.0452350553094372,1.0437985308942321,0.8997274148379926,1.1600000000000001
67.72,1.0452255948283389,1.0437876800060197,0.8997162714891669,1.1600000000000001
67.725,1.045216133976446,1.0437768291305403,0.8997051286655516,1.1600000000000001
67.73,1.04520667275329,1.0437659782651856,0.8996939863628363,1.1600000000000001
67.735,1.0451972111584371,1.0437551274074073,0.899682844576789,1.1600000000000001
67.74,1.0451877491914914,1.043744276554726,0.8996717033032671,1.1600000000000001
67.745,1.045178286852099,1.0437334257047375,0.8996605625382252,1.1600000000000001
67.75,1.0451688241399517,1.0437225748551187,0.899649422277723,1.1600000000000001
67.755,1.0451593610547898,1.0437117240036347,0.8996382825179342,1.1600000000000001
67.76,1.0451498975964064,1.043700873148146,0.8996271432551548,1.1600000000000001
67.765,1.0451404337646488,1.043690022286612,0.8996160044858101,1.1600000000000001
67.77,1.0451309695594224,1.043679171417099,0.8996048662064622,1.1600000000000001
67.775,1.0451215049806923,1.0436683205377835,0.8995937284138147,1.1600000000000001
67.78,1.0451120400284888,1.0436574696469596,0.899582591104723,1.1600000000000001
67.785,1.0451025747029061,1.0436466187430413,0.8995714542761971,1.1600000000000001
67.79,1.0450931090041065,1.043635767824569,0.8995603179254089,1.1600000000000001
67.795,1.0450836429323223,1.0436249168902105,0.8995491820496961,1.1600000000000001
67.8,1.0450741764878573,1.0436140659387705,0.8995380466465684,1.1600000000000001
67.805,1.0450647096710888,1.043603214969186,0.8995269117137108,1.1600000000000001
67.81,1.0450552424824686,1.0435923639805378,0.8995157772489881,1.1600000000000001
67.815,1.045045774922525,1.0435815129720472,0.8995046432504485,1.1600000000000001
67.82000000000001,1.0450363069918636,1.0435706619430802,0.8994935097163258,1.1600000000000001
67.825,1.0450268386911679,1.0435598108931508,0.8994823766450432,1.1600000000000001
67.83,1.0450173700212015,1.0435489598219232,0.8994712440352158,1.1600000000000001
67.83500000000001,1.0450079009828064,1.0435381087292086,0.8994601118856504,1.1600000000000001
67.84,1.044998431576906,1.0435272576149721,0.8994489801953488,1.1600000000000001
67.845,1.0449889618045027,1.0435164064793307,0.8994378489635082,1.1600000000000001
